Pickhardt,   50000, 2013-01-01,0.590, 5,0.001,0.001
Imperiale,  200000, 1996-07-01,0.590, 1,0.001,0.001
Corley,     200000, 2007-07-01,0.500,36,0.001,0.001
Church,     300000, 2000-01-01,0.500, 3,0.001,0.001
Lieberman,  500000, 2005-07-01,0.529, 8,0.001,0.001
SEER.black,5000000, 1977-07-01,0.500,20,0.0,  0.01
